code,description,category
X610201,"ΑΥΤΟΜΟΣΧΕΥΜΑ ΜΕΡΙΚΟΥ ΠΑΧΟΥΣ, ΠΡΟΣΩΠΟ, ΔΕΡΜΑ ΚΡΑΝΙΟΥ, ΒΛΕΦΑΡΑ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΩΤΑ, ΟΦΘΑΛΜΙΚΟΙ ΚΟΓΧΟΙ, ΓΕΝΝΗΤΙΚΑ ΟΡΓΑΝΑ, ΑΚΡΑ ΧΕΙΡ, ΑΚΡΟΣ ΠΟΥΣ, ΚΑΙ/Ή ΠΟΛΛΑΠΛΟΙ ΔΑΚΤΥΛΟΙ· ΚΑΘΕ ΕΠΙΠΛΕΟΝ 100 cm², Ή ΚΑΘΕ ΕΠΙΠΛΕΟΝ 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ, Ή ΜΕΡΟΣ ΑΥΤΗΣ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",Β
X610219,"ΔΕΡΜΑΤΙΚΟ ΑΥΤΟΜΟΣΧΕΥΜΑ, ΚΟΡΜΟΣ, ΑΝΩ ΚΑΙ ΚΑΤΩ ΑΚΡΑ, ΠΡΩΤΑ 100 cm² Ή ΛΙΓΟΤΕΡΟ, Ή 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ",Β
X610221,"ΔΕΡΜΑΤΙΚΟ ΑΥΤΟΜΟΣΧΕΥΜΑ, ΚΟΡΜΟΣ, ΑΝΩ ΚΑΙ ΚΑΤΩ ΑΚΡΑ· ΚΑΘΕ ΕΠΙΠΛΕΟΝ 100 cm² Ή ΚΑΘΕ ΕΠΙΠΛΕΟΝ 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ, Ή ΜΕΡΟΣ ΑΥΤΗΣ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",Β
X610229,"ΔΕΡΜΑΤΙΚΟ ΑΥΤΟΜΟΣΧΕΥΜΑ, ΠΡΟΣΩΠΟ, ΔΕΡΜΑ ΚΡΑΝΙΟΥ, ΒΛΕΦΑΡΑ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΩΤΑ, ΟΦΘΑΛΜΙΚΟΙ ΚΟΓΧΟΙ, ΓΕΝΝΗΤΙΚΑ ΟΡΓΑΝΑ, ΑΚΡΑ ΧΕΙΡ, ΑΚΡΟΣ ΠΟΥΣ, ΚΑΙ/Ή ΠΟΛΛΑΠΛΟΙ ΔΑΚΤΥΛΟΙ· ΠΡΩΤΑ 100 cm² Ή ΛΙΓΟΤΕΡΟ, Ή 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ",Β
X610231,"ΔΕΡΜΑΤΙΚΟ ΑΥΤΟΜΟΣΧΕΥΜΑ, ΠΡΟΣΩΠΟ, ΔΕΡΜΑ ΚΡΑΝΙΟΥ, ΒΛΕΦΑΡΑ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΩΤΑ, ΟΦΘΑΛΜΙΚΟΙ ΚΟΓΧΟΙ, ΓΕΝΝΗΤΙΚΑ ΟΡΓΑΝΑ, ΑΚΡΑ ΧΕΙΡ, ΑΚΡΟΣ ΠΟΥΣ, ΚΑΙ/Ή ΠΟΛΛΑΠΛΟΙ ΔΑΚΤΥΛΟΙ· ΚΑΘΕ ΕΠΙΠΛΕΟΝ 100 cm² Ή ΚΑΘΕ ΕΠΙΠΛΕΟΝ 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ, Ή ΜΕΡΟΣ ΑΥΤΗΣ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",Β
X610259,"ΕΠΙΔΕΡΜΙΚΟ ΑΥΤΟΜΟΣΧΕΥΜΑ ΙΣΤΙΚΗΣ ΚΑΛΛΙΕΡΓΕΙΑΣ, ΚΟΡΜΟΣ, ΑΝΩ ΚΑΙ ΚΑΤΩ ΑΚΡΑ· ΤΑ ΠΡΩΤΑ 25 cm² Η ΛΙΓΟΤΕΡΟ",Β
X610261,"ΕΠΙΔΕΡΜΙΚΟ ΑΥΤΟΜΟΣΧΕΥΜΑ ΙΣΤΙΚΗΣ ΚΑΛΛΙΕΡΓΕΙΑΣ, ΚΟΡΜΟΣ, ΑΝΩ ΚΑΙ ΚΑΤΩ ΑΚΡΑ· ΕΠΙΠΛΕΟΝ 1 cm² ΕΩΣ 75 cm² (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",Β
X610263,"ΕΠΙΔΕΡΜΙΚΟ ΑΥΤΟΜΟΣΧΕΥΜΑ ΙΣΤΙΚΗΣ ΚΑΛΛΙΕΡΓΕΙΑΣ, ΚΟΡΜΟΣ, ΑΝΩ ΚΑΙ ΚΑΤΩ ΑΚΡΑ· ΚΑΘΕ ΕΠΙΠΛΕΟΝ 100 cm², Ή ΚΑΘΕ ΕΠΙΠΛΕΟΝ 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ, Ή ΜΕΡΟΣ ΑΥΤΗΣ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",Β
X610269,"ΕΠΙΔΕΡΜΙΚΟ ΑΥΤΟΜΟΣΧΕΥΜΑ ΙΣΤΙΚΗΣ ΚΑΛΛΙΕΡΓΕΙΑΣ, ΠΡΟΣΩΠΟ, ΔΕΡΜΑ ΚΡΑΝΙΟΥ, ΒΛΕΦΑΡΑ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΩΤΑ, ΟΦΘΑΛΜΙΚΟΙ ΚΟΓΧΟΙ, ΓΕΝΝΗΤΙΚΑ ΟΡΓΑΝΑ, ΑΚΡΑ ΧΕΙΡ, ΑΚΡΟΣ ΠΟΥΣ, ΚΑΙ/Ή ΠΟΛΛΑΠΛΟΙ ΔΑΚΤΥΛΟΙ· ΤΑ ΠΡΩΤΑ 25 cm² Ή ΛΙΓΟΤΕΡΟ",Β
X610271,"ΕΠΙΔΕΡΜΙΚΟ ΑΥΤΟΜΟΣΧΕΥΜΑ ΙΣΤΙΚΗΣ ΚΑΛΛΙΕΡΓΕΙΑΣ, ΠΡΟΣΩΠΟ, ΔΕΡΜΑ ΚΡΑΝΙΟΥ, ΒΛΕΦΑΡΑ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΩΤΑ, ΟΦΘΑΛΜΙΚΟΙ ΚΟΓΧΟΙ, ΓΕΝΝΗΤΙΚΑ ΟΡΓΑΝΑ, ΑΚΡΑ ΧΕΙΡ, ΑΚΡΟΣ ΠΟΥΣ, ΚΑΙ/Ή ΠΟΛΛΑΠΛΟΙ ΔΑΚΤΥΛΟΙ· ΕΠΙΠΛΕΟΝ 1 ΕΩΣ 75 cm² (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",Β
X610273,"ΕΠΙΔΕΡΜΙΚΟ ΑΥΤΟΜΟΣΧΕΥΜΑ ΙΣΤΙΚΗΣ ΚΑΛΛΙΕΡΓΕΙΑΣ, ΠΡΟΣΩΠΟ, ΔΕΡΜΑ ΚΡΑΝΙΟΥ, ΒΛΕΦΑΡΑ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΩΤΑ, ΟΦΘΑΛΜΙΚΟΙ ΚΟΓΧΟΙ, ΓΕΝΝΗΤΙΚΑ ΟΡΓΑΝΑ, ΑΚΡΑ ΧΕΙΡ, ΑΚΡΟΣ ΠΟΥΣ, ΚΑΙ/Ή ΠΟΛΛΑΠΛΟΙ ΔΑΚΤΥΛΟΙ· ΚΑΘΕ ΕΠΙΠΛΕΟΝ 100 cm², Ή ΚΑΘΕ ΕΠΙΠΛΕΟΝ 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ Ή ΜΕΡΟΣ ΑΥΤΗΣ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",Β
X610299,"ΑΚΥΤΤΑΡΙΚΟ ΔΕΡΜΑΤΙΚΟ ΜΟΣΧΕΥΜΑ, ΚΟΡΜΟΣ, ΑΝΩ ΚΑΙ ΚΑΤΩ ΑΚΡΑ· ΤΑ ΠΡΩΤΑ 100 cm² Ή ΛΙΓΟΤΕΡΟ, Ή 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ",Β
X610301,"ΑΚΥΤΤΑΡΙΚΟ ΔΕΡΜΑΤΙΚΟ ΜΟΣΧΕΥΜΑ, ΚΟΡΜΟΣ, ΑΝΩ ΚΑΙ ΚΑΤΩ ΑΚΡΑ· ΚΑΘΕ ΕΠΙΠΛΕΟΝ 100 cm², Ή ΚΑΘΕ ΕΠΙΠΛΕΟΝ 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ, Ή ΜΕΡΟΣ ΑΥΤΗΣ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",Β
X610309,"ΑΚΥΤΤΑΡΙΚΟ ΔΕΡΜΑΤΙΚΟ ΜΟΣΧΕΥΜΑ, ΠΡΟΣΩΠΟ, ΔΕΡΜΑ ΚΡΑΝΙΟΥ, ΒΛΕΦΑΡΑ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΩΤΑ, ΟΦΘΑΛΜΙΚΟΙ ΚΟΓΧΟΙ, ΓΕΝΝΗΤΙΚΑ ΟΡΓΑΝΑ, ΑΚΡΑ ΧΕΙΡ, ΑΚΡΟΣ ΠΟΥΣ, ΚΑΙ/Ή ΠΟΛΛΑΠΛΟΙ ΔΑΚΤΥΛΟΙ· ΠΡΩΤΑ 100 cm² Ή ΛΙΓΟΤΕΡΟ, Ή 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ",Β
X610311,"ΑΚΥΤΤΑΡΙΚΟ ΔΕΡΜΑΤΙΚΟ ΜΟΣΧΕΥΜΑ, ΠΡΟΣΩΠΟ, ΔΕΡΜΑ ΚΡΑΝΙΟΥ, ΒΛΕΦΑΡΑ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΩΤΑ, ΟΦΘΑΛΜΙΚΟΙ ΚΟΓΧΟΙ, ΓΕΝΝΗΤΙΚΑ ΟΡΓΑΝΑ, ΑΚΡΑ ΧΕΙΡ, ΑΚΡΟΣ ΠΟΥΣ, ΚΑΙ/Ή ΠΟΛΛΑΠΛΟΙ ΔΑΚΤΥΛΟΙ· ΚΑΘΕ ΕΠΙΠΛΕΟΝ 100 cm², Ή ΚΑΘΕ ΕΠΙΠΛΕΟΝ 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ, Ή ΜΕΡΟΣ ΑΥΤΗΣ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",Β
X610359,"ΜΟΣΧΕΥΜΑ ΟΛΙΚΟΥ ΠΑΧΟΥΣ, ΕΛΕΥΘΕΡΟ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΑΜΕΣΗΣ ΣΥΓΚΛΕΙΣΗΣ ΤΗΣ ΠΕΡΙΟΧΗΣ-ΔΟΤΗ, ΚΟΡΜΟΣ· 20 cm² Ή ΛΙΓΟΤΕΡΟ",Β
X610361,"ΜΟΣΧΕΥΜΑ ΟΛΙΚΟΥ ΠΑΧΟΥΣ, ΕΛΕΥΘΕΡΟ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΑΜΕΣΗΣ ΣΥΓΚΛΕΙΣΗΣ ΤΗΣ ΠΕΡΙΟΧΗΣ-ΔΟΤΗ, ΚΟΡΜΟΣ· ΚΑΘΕ ΕΠΙΠΛΕΟΝ 20 cm², Ή ΜΕΡΟΣ ΑΥΤΩΝ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ, ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",Β
X610399,"ΜΟΣΧΕΥΜΑ ΟΛΙΚΟΥ ΠΑΧΟΥΣ, ΕΛΕΥΘΕΡΟ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΑΜΕΣΗΣ ΣΥΓΚΛΕΙΣΗΣ ΤΗΣ ΠΕΡΙΟΧΗΣ-ΔΟΤΗ, ΔΕΡΜΑ ΚΡΑΝΙΟΥ, ΑΝΩ ΚΑΙ/Ή ΚΑΤΩ ΑΚΡΑ· 20 cm² Ή ΛΙΓΟΤΕΡΟ",Β
X610401,"ΜΟΣΧΕΥΜΑ ΟΛΙΚΟΥ ΠΑΧΟΥΣ, ΕΛΕΥΘΕΡΟ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΑΜΕΣΗΣ ΣΥΓΚΛΕΙΣΗΣ ΤΗΣ ΠΕΡΙΟΧΗΣ-ΔΟΤΗ, ΔΕΡΜΑ ΚΡΑΝΙΟΥ, ΑΝΩ ΚΑΙ/Ή ΚΑΤΩ ΑΚΡΑ· ΚΑΘΕ ΕΠΙΠΛΕΟΝ 20 cm² Ή ΜΕΡΟΣ ΑΥΤΩΝ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",Β
X610439,"ΜΟΣΧΕΥΜΑ ΟΛΙΚΟΥ ΠΑΧΟΥΣ, ΕΛΕΥΘΕΡΟ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΑΜΕΣΗΣ ΣΥΓΚΛΕΙΣΗΣ ΤΗΣ ΠΕΡΙΟΧΗΣ-ΔΟΤΗ, ΜΕΤΩΠΟ, ΠΑΡΕΙΕΣ, ΠΩΓΩΝ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΜΑΣΧΑΛΕΣ, ΓΕΝΝΗΤΙΚΑ ΟΡΓΑΝΑ, ΑΚΡΑ ΧΕΙΡ ΚΑΙ/Ή ΑΚΡΟΣ ΠΟΥΣ· 20 cm² Ή ΛΙΓΟΤΕΡΟ",Β
X610441,"ΜΟΣΧΕΥΜΑ ΟΛΙΚΟΥ ΠΑΧΟΥΣ, ΕΛΕΥΘΕΡΟ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΑΜΕΣΗΣ ΣΥΓΚΛΕΙΣΗΣ ΤΗΣ ΠΕΡΙΟΧΗΣ-ΔΟΤΗ, ΜΕΤΩΠΟ, ΠΑΡΕΙΕΣ, ΠΩΓΩΝ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΜΑΣΧΑΛΕΣ, ΓΕΝΝΗΤΙΚΑ ΟΡΓΑΝΑ, ΑΚΡΑ ΧΕΙΡ ΚΑΙ/Ή ΑΚΡΟΣ ΠΟΥΣ· ΚΑΘΕ ΕΠΙΠΛΕΟΝ 20 cm², Ή ΜΕΡΟΣ ΑΥΤΩΝ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ, ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",Β
X610479,"ΜΟΣΧΕΥΜΑ ΟΛΙΚΟΥ ΠΑΧΟΥΣ, ΕΛΕΥΘΕΡΟ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΑΜΕΣΗΣ ΣΥΓΚΛΕΙΣΗΣ ΤΗΣ ΠΕΡΙΟΧΗΣ-ΔΟΤΗ, ΡΙΣ, ΩΤΑ, ΒΛΕΦΑΡΑ, ΚΑΙ/Ή ΧΕΙΛΗ· 20 cm² Ή ΛΙΓΟΤΕΡΟ",Β
X610481,"ΜΟΣΧΕΥΜΑ ΟΛΙΚΟΥ ΠΑΧΟΥΣ, ΕΛΕΥΘΕΡΟ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΑΜΕΣΗΣ ΣΥΓΚΛΕΙΣΗΣ ΤΗΣ ΠΕΡΙΟΧΗΣ-ΔΟΤΗ, ΡΙΣ, ΩΤΑ, ΒΛΕΦΑΡΑ, ΚΑΙ/Ή ΧΕΙΛΗ· ΚΑΘΕ ΕΠΙΠΛΕΟΝ 20 cm² Ή ΜΕΡΟΣ ΑΥΤΩΝ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",Β
X610559,"ΑΛΛΟΜΟΣΧΕΥΜΑ ΔΕΡΜΑΤΟΣ ΓΙΑ ΠΡΟΣΩΡΙΝΗ ΣΥΓΚΛΕΙΣΗ ΤΡΑΥΜΑΤΟΣ, ΚΟΡΜΟΣ, ΑΝΩ ΚΑΙ ΚΑΤΩ ΑΚΡΑ· ΤΑ ΠΡΩΤΑ 100 100 cm² Ή ΛΙΓΟΤΕΡΟ, Ή ΤΟ 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ",Β
X610561,"ΑΛΛΟΜΟΣΧΕΥΜΑ ΔΕΡΜΑΤΟΣ ΓΙΑ ΠΡΟΣΩΡΙΝΗ ΣΥΓΚΛΕΙΣΗ ΤΡΑΥΜΑΤΟΣ, ΚΟΡΜΟΣ, ΑΝΩ ΚΑΙ ΚΑΤΩ ΑΚΡΑ· ΚΑΘΕ ΕΠΙΠΛΕΟΝ 100 cm², Ή ΚΑΘΕ ΕΠΙΠΛΕΟΝ 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ Ή ΜΕΡΟΣ ΑΥΤΗΣ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",Β
X610599,"ΑΛΛΟΜΟΣΧΕΥΜΑ ΔΕΡΜΑΤΟΣ ΓΙΑ ΠΡΟΣΩΡΙΝΗ ΣΥΓΚΛΕΙΣΗ ΤΡΑΥΜΑΤΟΣ, ΠΡΟΣΩΠΟ, ΔΕΡΜΑ ΚΡΑΝΙΟΥ, ΒΛΕΦΑΡΑ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΩΤΑ, ΟΦΘΑΛΜΙΚΟΙ ΚΟΓΧΟΙ, ΓΕΝΝΗΤΙΚΑ ΟΡΓΑΝΑ, ΑΚΡΑ ΧΕΙΡ, ΑΚΡΟΣ ΠΟΥΣ, ΚΑΙ/Ή ΠΟΛΛΑΠΛΟΙ ΔΑΚΤΥΛΟΙ· ΤΑ ΠΡΩΤΑ 100 cm² Ή ΛΙΓΟΤΕΡΟ, Ή ΤΟ 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ",Β
X610601,"ΑΛΛΟΜΟΣΧΕΥΜΑ ΔΕΡΜΑΤΟΣ ΓΙΑ ΠΡΟΣΩΡΙΝΗ ΣΥΓΚΛΕΙΣΗ ΤΡΑΥΜΑΤΟΣ, ΠΡΟΣΩΠΟ, ΔΕΡΜΑ ΚΡΑΝΙΟΥ, ΒΛΕΦΑΡΑ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΩΤΑ, ΟΦΘΑΛΜΙΚΟΙ ΚΟΓΧΟΙ, ΓΕΝΝΗΤΙΚΑ ΟΡΓΑΝΑ, ΑΚΡΑ ΧΕΙΡ, ΑΚΡΟΣ ΠΟΥΣ, ΚΑΙ/Ή ΠΟΛΛΑΠΛΟΙ ΔΑΚΤΥΛΟΙ· ΚΑΘΕ ΕΠΙΠΛΕΟΝ 100 cm², Ή ΚΑΘΕ ΕΠΙΠΛΕΟΝ 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ, Ή ΜΕΡΟΣ ΑΥΤΗΣ (ΚΑΤΑΓΡΑΦΕΤΑΙ ΧΩΡΙΣΤΑ ΩΣ ΠΡΟΣΘΗΚΗ ΣΤΟΝ ΚΩΔΙΚΟ ΤΗΣ ΠΡΩΤΟΓΕΝΟΥΣ ΔΙΑΔΙΚΑΣΙΑΣ)",Β
X610619,"ΑΚΥΤΤΑΡΙΚΟ ΔΕΡΜΑΤΙΚΟ ΑΛΛΟΜΟΣΧΕΥΜΑ, ΚΟΡΜΟΣ, ΑΝΩ, ΚΑΤΩ ΑΚΡΑ, ΠΡΩΤΑ 100 cm² Ή ΛΙΓΟΤΕΡΟ, Ή 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ",Β
X610621,"ΑΚΥΤΤΑΡΙΚΟ ΔΕΡΜΑΤΙΚΟ ΑΛΛΟΜΟΣΧΕΥΜΑ, ΚΟΡΜΟΣ, ΑΝΩ, ΚΑΤΩ ΑΚΡΑ, ΚΑΘΕ ΕΠΙΠΛΕΟΝ 100 cm² Ή ΚΑΘΕ ΕΠΙΠΛΕΟΝ 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ, Ή ΜΕΡΟΣ ΑΥΤΗΣ (ΚΑΤΑΓΡΑΦΕΤΑΙ ΧΩΡΙΣΤΑ ΩΣ ΠΡΟΣΘΗΚΗ ΣΤΟΝ ΚΩΔΙΚΟ ΤΗΣ ΠΡΩΤΟΓΕΝΟΥΣ ΔΙΑΔΙΚΑΣΙΑΣ)",Β
X610629,"ΑΚΥΤΤΑΡΙΚΟ ΔΕΡΜΑΤΙΚΟ ΑΛΛΟΜΟΣΧΕΥΜΑ, ΠΡΟΣΩΠΟ, ΔΕΡΜΑ ΚΡΑΝΙΟΥ, ΒΛΕΦΑΡΑ, ΣΤΟΜΑ, ΑΥΧΕΝΑΣ, ΩΤΑ, ΟΦΘΑΛΜΙΚΟΙ ΚΟΓΧΟΙ, ΟΡΓΑΝΑ ΑΝΑΠΑΡΑΓΩΓΗΣ, ΑΚΡΑ ΧΕΙΡ, ΑΚΡΟΣ ΠΟΥΣ, ΚΑΙ/Ή ΠΟΛΛΑΠΛΟΙ ΔΑΚΤΥΛΟΙ, ΠΡΩΤΑ 100 cm² Ή ΛΙΓΟΤΕΡΟ, Ή 1% ΤΗΣ ΣΩΜΑΤΙΚΗΣ ΕΠΙΦΑΝΕΙΑΣ ΒΡΕΦΩΝ ΚΑΙ ΠΑΙΔΙΩΝ",Β
